문제제목,입출력 예,자바파일
영어 끝말잇기,"n | words | result
--- | --- | ---
3 | [""tank"", ""kick"", ""know"", ""wheel"", ""land"", ""dream"", ""mother"", ""robot"", ""tank""] | [3,3]
5 | [""hello"", ""observe"", ""effect"", ""take"", ""either"", ""recognize"", ""encourage"", ""ensure"", ""establish"", ""hang"", ""gather"", ""refer"", ""reference"", ""estimate"", ""executive""] | [0,0]
2 | [""hello"", ""one"", ""even"", ""never"", ""now"", ""world"", ""draw""] | [1,3]","class Solution {
    public int[] solution(int n, String[] words) {
        int[] answer = {};

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다. 
        System.out.println(""Hello Java"");

        return answer;
    }
}"
예상 대진표,"N | A | B | answer
--- | --- | --- | ---
8 | 4 | 7 | 3","class Solution
{
    public int solution(int n, int a, int b)
    {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
할인 행사,"want | number | discount | result
--- | --- | --- | ---
[""banana"", ""apple"", ""rice"", ""pork"", ""pot""] | [3, 2, 2, 2, 1] | [""chicken"", ""apple"", ""apple"", ""banana"", ""rice"", ""apple"", ""pork"", ""banana"", ""pork"", ""rice"", ""pot"", ""banana"", ""apple"", ""banana""] | 3
[""apple""] | [10] | [""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana""] | 0","class Solution {
    public int solution(String[] want, int[] number, String[] discount) {
        int answer = 0;
        return answer;
    }
}"
괄호 회전하기,"s | result
--- | ---
""[](){}"" | 3
""}]()[{"" | 2
""[)(]"" | 0
""}}}"" | 0

x | s를 왼쪽으로 x칸만큼 회전 | 올바른 괄호 문자열?
--- | --- | ---
0 | ""[](){}"" | O
1 | ""](){}["" | X
2 | ""(){}[]"" | O
3 | ""){}[]("" | X
4 | ""{}[]()"" | O
5 | ""}[](){"" | X

x | s를 왼쪽으로 x칸만큼 회전 | 올바른 괄호 문자열?
--- | --- | ---
0 | ""}]()[{"" | X
1 | ""]()[{}"" | X
2 | ""()[{}]"" | O
3 | "")[{}]("" | X
4 | ""[{}]()"" | O
5 | ""{}]()["" | X","class Solution {
    public int solution(String s) {
        int answer = -1;
        return answer;
    }
}"
n^2 배열 자르기,"n | left | right | result
--- | --- | --- | ---
3 | 2 | 5 | [3,2,2,3]
4 | 7 | 14 | [4,3,3,3,4,4,4,4]","class Solution {
    public int[] solution(int n, long left, long right) {
        int[] answer = {};
        return answer;
    }
}"
폰켓몬,"nums | result
--- | ---
[3,1,2,3] | 2
[3,3,3,2,2,4] | 3
[3,3,3,2,2,2] | 2","class Solution {
    public int solution(int[] nums) {
        int answer = 0;
        return answer;
    }
}"
의상,"종류 | 이름
--- | ---
얼굴 | 동그란 안경, 검정 선글라스
상의 | 파란색 티셔츠
하의 | 청바지
겉옷 | 긴 코트

clothes | return
--- | ---
[[""yellow_hat"", ""headgear""], [""blue_sunglasses"", ""eyewear""], [""green_turban"", ""headgear""]] | 5
[[""crow_mask"", ""face""], [""blue_sunglasses"", ""face""], [""smoky_makeup"", ""face""]] | 3","class Solution {
    public int solution(String[][] clothes) {
        int answer = 0;
        return answer;
    }
}"
H-Index,"citations | return
--- | ---
[3, 0, 6, 1, 5] | 3","class Solution {
    public int solution(int[] citations) {
        int answer = 0;
        return answer;
    }
}"
피로도,"k | dungeons | result
--- | --- | ---
80 | [[80,20],[50,40],[30,10]] | 3","class Solution {
    public int solution(int k, int[][] dungeons) {
        int answer = -1;
        return answer;
    }
}"
다음에 올 숫자,"common | result
--- | ---
[1, 2, 3, 4] | 5
[2, 4, 8] | 16","class Solution {
    public int solution(int[] common) {
        int answer = 0;
        return answer;
    }
}"
기사단원의 무기,"number | limit | power | result
--- | --- | --- | ---
5 | 3 | 2 | 10
10 | 3 | 2 | 21","class Solution {
    public int solution(int number, int limit, int power) {
        int answer = 0;
        return answer;
    }
}"
행렬의 곱셈,"arr1 | arr2 | return
--- | --- | ---
[[1, 4], [3, 2], [4, 1]] | [[3, 3], [3, 3]] | [[15, 15], [15, 15], [15, 15]]
[[2, 3, 2], [4, 2, 4], [3, 1, 4]] | [[5, 4, 3], [2, 4, 1], [3, 1, 1]] | [[22, 22, 11], [36, 28, 18], [29, 20, 14]]","class Solution {
    public int[][] solution(int[][] arr1, int[][] arr2) {
        int[][] answer = {};
        return answer;
    }
}"
기능개발,"progresses | speeds | return
--- | --- | ---
[93, 30, 55] | [1, 30, 5] | [2, 1]
[95, 90, 99, 99, 80, 99] | [1, 1, 1, 1, 1, 1] | [1, 3, 2]","class Solution {
    public int[] solution(int[] progresses, int[] speeds) {
        int[] answer = {};
        return answer;
    }
}"
모의고사,"answers | return
--- | ---
[1,2,3,4,5] | [1]
[1,3,2,4,2] | [1,2,3]","class Solution {
    public int[] solution(int[] answers) {
        int[] answer = {};
        return answer;
    }
}"
연속된 수의 합,"num | total | result
--- | --- | ---
3 | 12 | [3, 4, 5]
5 | 15 | [1, 2, 3, 4, 5]
4 | 14 | [2, 3, 4, 5]
5 | 5 | [-1, 0, 1, 2, 3]","class Solution {
    public int[] solution(int num, int total) {
        int[] answer = {};
        return answer;
    }
}"
[PCCE 기출문제] 8번 / 창고 정리,"storage | num | result
--- | --- | ---
[""pencil"", ""pencil"", ""pencil"", ""book""] | [2, 4, 3, 1] | ""pencil""
[""doll"", ""doll"", ""doll"", ""doll""] | [1, 1, 1, 1] | ""doll""
[""apple"", ""steel"", ""leaf"", ""apple"", ""leaf""] | [5, 3, 5, 3, 7] | ""leaf""
[""mirror"", ""net"", ""mirror"", ""net"", ""bottle""] | [4, 1, 4, 1, 5] | ""mirror""","class Solution {
    public String solution(String[] storage, int[] num) {
        int num_item = 0;
        String[] clean_storage = new String[storage.length];
        int[] clean_num = new int[num.length];
        
        for(int i=0; i<storage.length; i++){
            int clean_idx = -1;
            for(int j=0; j<num_item; j++){
                if(storage[i].equals(clean_storage[j])){
                    clean_idx = j;
                    break;
                }
            }
            if(clean_idx == -1){
                clean_storage[num_item] = Integer.toString(num[i]);
                clean_num[num_item] = num[i];
                num_item += 1;
            }
            else{
                clean_num[clean_idx] += num[i];
            }
        }
        
        // 아래 코드에는 틀린 부분이 없습니다.
        
        int num_max = -1;
        String answer = """";
        for(int i=0; i<num_item; i++){
            if(clean_num[i] > num_max){
                num_max = clean_num[i];
                answer = clean_storage[i];
            }
        }
        return answer;
    }
}"
2016년,"a | b | result
--- | --- | ---
5 | 24 | ""TUE""","class Solution {
    public String solution(int a, int b) {
        String answer = """";
        return answer;
    }
}"
[1차] 캐시,"캐시크기(cacheSize) | 도시이름(cities) | 실행시간
--- | --- | ---
3 | [""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA""] | 50
3 | [""Jeju"", ""Pangyo"", ""Seoul"", ""Jeju"", ""Pangyo"", ""Seoul"", ""Jeju"", ""Pangyo"", ""Seoul""] | 21
2 | [""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""SanFrancisco"", ""Seoul"", ""Rome"", ""Paris"", ""Jeju"", ""NewYork"", ""Rome""] | 60
5 | [""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""SanFrancisco"", ""Seoul"", ""Rome"", ""Paris"", ""Jeju"", ""NewYork"", ""Rome""] | 52
2 | [""Jeju"", ""Pangyo"", ""NewYork"", ""newyork""] | 16
0 | [""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA""] | 25","class Solution {
    public int solution(int cacheSize, String[] cities) {
        int answer = 0;
        return answer;
    }
}"
전화번호 목록,"phone_book | return
--- | ---
[""119"", ""97674223"", ""1195524421""] | false
[""123"",""456"",""789""] | true
[""12"",""123"",""1235"",""567"",""88""] | false","class Solution {
    public boolean solution(String[] phone_book) {
        boolean answer = true;
        return answer;
    }
}"
프로세스,"priorities | location | return
--- | --- | ---
[2, 1, 3, 2] | 2 | 1
[1, 1, 9, 1, 1, 1] | 0 | 5","class Solution {
    public int solution(int[] priorities, int location) {
        int answer = 0;
        return answer;
    }
}"
롤케이크 자르기,"topping | result
--- | ---
[1, 2, 1, 3, 1, 4, 1, 2] | 2
[1, 2, 3, 1, 4] | 0","class Solution {
    public int solution(int[] topping) {
        int answer = -1;
        return answer;
    }
}"
[PCCE 기출문제] 6번 / 물 부족,"storage | usage | change | result
--- | --- | --- | ---
5141 | 500 | [10, -10, 10, -10, 10, -10, 10, -10, 10, -10] | -1
1000 | 2000 | [-10, 25, -33] | 1

n개월 뒤 | 0 (이번 달) | 1 (다음 달) | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9
--- | --- | --- | --- | --- | --- | --- | --- | --- | --- | ---
월 별 물 사용량 | 550 | 495 | 544 | 490 | 539 | 485 | 533 | 479 | 526 | 474
총 물 사용량 | 550 | 1045 | 1589 | 2079 | 2618 | 3103 | 3636 | 4115 | 4641 | 5115","class Solution {
    public int solution(int storage, int usage, int[] change) {
        int total_usage = 0;
        for(int i=0; i<change.length; i++){
            usage = total_usage * change[i] / 100;
            total_usage += usage;
            if(total_usage > storage){
                return i;
            }
        }
        return -1;
    }
}"
덧칠하기,"n | m | section | result
--- | --- | --- | ---
8 | 4 | [2, 3, 6] | 2
5 | 4 | [1, 3] | 1
4 | 1 | [1, 2, 3, 4] | 4","class Solution {
    public int solution(int n, int m, int[] section) {
        int answer = 0;
        return answer;
    }
}"
게임 맵 최단거리,"maps | answer
--- | ---
[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,1],[0,0,0,0,1]] | 11
[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,0],[0,0,0,0,1]] | -1","class Solution {
    public int solution(int[][] maps) {
        int answer = 0;
        return answer;
    }
}"
타겟 넘버,"numbers | target | return
--- | --- | ---
[1, 1, 1, 1, 1] | 3 | 5
[4, 1, 2, 1] | 4 | 2","class Solution {
    public int solution(int[] numbers, int target) {
        int answer = 0;
        return answer;
    }
}"
튜플,"s | result
--- | ---
""{{2},{2,1},{2,1,3},{2,1,3,4}}"" | [2, 1, 3, 4]
""{{1,2,3},{2,1},{1,2,4,3},{2}}"" | [2, 1, 3, 4]
""{{20,111},{111}}"" | [111, 20]
""{{123}}"" | [123]
""{{4,2,3},{3},{2,3,4,1},{2,3}}"" | [3, 2, 4, 1]","class Solution {
    public int[] solution(String s) {
        int[] answer = {};
        return answer;
    }
}"
과일 장수,"k | m | score | result
--- | --- | --- | ---
3 | 4 | [1, 2, 3, 1, 2, 3, 1] | 8
4 | 3 | [4, 1, 2, 2, 4, 4, 4, 4, 1, 2, 4, 2] | 33

사과 상자 | 가격
--- | ---
[1, 1, 2] | 1 x 3 = 3
[2, 2, 2] | 2 x 3 = 6
[4, 4, 4] | 4 x 3 = 12
[4, 4, 4] | 4 x 3 = 12","class Solution {
    public int solution(int k, int m, int[] score) {
        int answer = 0;
        return answer;
    }
}"
[PCCE 기출문제] 9번 / 지폐 접기,"wallet | bill | result
--- | --- | ---
[30, 15] | [26, 17] | 1
[50, 50] | [100, 241] | 4","class Solution {
    public int solution(int[] wallet, int[] bill) {
        int answer = 0;
        return answer;
    }
}"
소수 찾기,"n | result
--- | ---
10 | 4
5 | 3","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
소수 만들기,"nums | result
--- | ---
[1,2,3,4] | 1
[1,2,7,6,4] | 4","class Solution {
    public int solution(int[] nums) {
        int answer = -1;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
[1차] 뉴스 클러스터링,"str1 | str2 | answer
--- | --- | ---
FRANCE | french | 16384
handshake | shake hands | 65536
aa1+aa2 | AAAA12 | 43690
E=M*C^2 | e=m*c^2 | 65536","class Solution {
    public int solution(String str1, String str2) {
        int answer = 0;
        return answer;
    }
}"
정수 삼각형,"triangle | result
--- | ---
[[7], [3, 8], [8, 1, 0], [2, 7, 4, 4], [4, 5, 2, 6, 5]] | 30","class Solution {
    public int solution(int[][] triangle) {
        int answer = 0;
        return answer;
    }
}"
네트워크,"n | computers | return
--- | --- | ---
3 | [[1, 1, 0], [1, 1, 0], [0, 0, 1]] | 2
3 | [[1, 1, 0], [1, 1, 1], [0, 1, 1]] | 1","class Solution {
    public int solution(int n, int[][] computers) {
        int answer = 0;
        return answer;
    }
}"
방문 길이,"dirs | answer
--- | ---
""ULURRDLLU"" | 7
""LULLLLLLU"" | 7","class Solution {
    public int solution(String dirs) {
        int answer = 0;
        return answer;
    }
}"
모음사전,"word | result
--- | ---
""AAAAE"" | 6
""AAAE"" | 10
""I"" | 1563
""EIO"" | 1189","class Solution {
    public int solution(String word) {
        int answer = 0;
        return answer;
    }
}"
안전지대,"board | result
--- | ---
[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 0, 0]] | 16
[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 1, 1, 0], [0, 0, 0, 0, 0]] | 13
[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]] | 0","class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}"
옹알이 (2),"babbling | result
--- | ---
[""aya"", ""yee"", ""u"", ""maa""] | 1
[""ayaye"", ""uuu"", ""yeye"", ""yemawoo"", ""ayaayaa""] | 2","class Solution {
    public int solution(String[] babbling) {
        int answer = 0;
        return answer;
    }
}"
뒤에 있는 큰 수 찾기,"numbers | result
--- | ---
[2, 3, 3, 5] | [3, 5, 5, -1]
[9, 1, 5, 3, 6, 2] | [-1, 5, 6, 6, -1, -1]","class Solution {
    public int[] solution(int[] numbers) {
        int[] answer = {};
        return answer;
    }
}"
더 맵게,"scoville | K | return
--- | --- | ---
[1, 2, 3, 9, 10, 12] | 7 | 2","class Solution {
    public int solution(int[] scoville, int K) {
        int answer = 0;
        return answer;
    }
}"
이중우선순위큐,"명령어 | 수신 탑(높이)
--- | ---
I 숫자 | 큐에 주어진 숫자를 삽입합니다.
D 1 | 큐에서 최댓값을 삭제합니다.
D -1 | 큐에서 최솟값을 삭제합니다.

operations | return
--- | ---
[""I 16"", ""I -5643"", ""D -1"", ""D 1"", ""D 1"", ""I 123"", ""D -1""] | [0,0]
[""I -45"", ""I 653"", ""D 1"", ""I -642"", ""I 45"", ""I 97"", ""D 1"", ""D -1"", ""I 333""] | [333, -45]","class Solution {
    public int[] solution(String[] operations) {
        int[] answer = {};
        return answer;
    }
}"
실패율,"N | stages | result
--- | --- | ---
5 | [2, 1, 2, 6, 2, 4, 3, 3] | [3,4,2,1,5]
4 | [4,4,4,4,4] | [4,1,2,3]","class Solution {
    public int[] solution(int N, int[] stages) {
        int[] answer = {};
        return answer;
    }
}"
단어 변환,"begin | target | words | return
--- | --- | --- | ---
""hit"" | ""cog"" | [""hot"", ""dot"", ""dog"", ""lot"", ""log"", ""cog""] | 4
""hit"" | ""cog"" | [""hot"", ""dot"", ""dog"", ""lot"", ""log""] | 0","class Solution {
    public int solution(String begin, String target, String[] words) {
        int answer = 0;
        return answer;
    }
}"
k진수에서 소수 개수 구하기,"n | k | result
--- | --- | ---
437674 | 3 | 3
110011 | 10 | 2","class Solution {
    public int solution(int n, int k) {
        int answer = -1;
        return answer;
    }
}"
분수의 덧셈,"numer1 | denom1 | numer2 | denom2 | result
--- | --- | --- | --- | ---
1 | 2 | 3 | 4 | [5, 4]
9 | 2 | 1 | 3 | [29, 6]","class Solution {
    public int[] solution(int numer1, int denom1, int numer2, int denom2) {
        int[] answer = {};
        return answer;
    }
}"
주사위 게임 3,"a | b | c | d | result
--- | --- | --- | --- | ---
2 | 2 | 2 | 2 | 2222
4 | 1 | 4 | 4 | 1681
6 | 3 | 3 | 6 | 27
2 | 5 | 2 | 6 | 30
6 | 4 | 2 | 5 | 2","class Solution {
    public int solution(int a, int b, int c, int d) {
        int answer = 0;
        return answer;
    }
}"
[PCCE 기출문제] 7번 / 버스,"seat | passengers | result
--- | --- | ---
5 | [[""On"", ""On"", ""On""], [""Off"", ""On"", ""-""], [""Off"", ""-"", ""-""]] | 3
10 | [[""On"", ""On"", ""On"", ""On"", ""On"", ""On"", ""On"", ""On"", ""-"", ""-""], [""On"", ""On"", ""Off"", ""Off"", ""Off"", ""On"", ""On"", ""-"", ""-"", ""-""], [""On"", ""On"", ""On"", ""Off"", ""On"", ""On"", ""On"", ""Off"", ""Off"", ""Off""], [""On"", ""On"", ""Off"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]] | 0",
땅따먹기,"land | answer
--- | ---
[[1,2,3,5],[5,6,7,8],[4,3,2,1]] | 16","class Solution {
    int solution(int[][] land) {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
